text,category,label_id
Last oottam kanddo makkale onnum parayaan illa aaa face lle mattam anergy uff powlikkum ikkaaa,Positive,0
Pala bgm um ketta pole thonnunundelum kidu feel,Mixed_feelings,4
Polichu Pakka Oru Telugu Thriller Movie Pole Und.. Enthayalum Lucifer Theater Polichadukkam...,Positive,0
Vysakh etta padam kandu oru raksheyum illaa powliii Ningal marnamassalla athukkum mele aan Waiting for #Minister Raja,Positive,0
Annnnnnooii oru rakshem ella pwoliiiiiino words,Positive,0
Kidu energetic trailer dislike adikkanum venam oru manakkatti,Positive,0
Lucifer kanduu..... Thatikootuu padam....no story aake ulath kore vedivepum bombidilum..... Kashtmm thane.....,Negative,3
aaa dislike adicha poorimakkalude ammakku mohanlal anu adichu kodukkunnadu tonnunnu,Negative,3
Njan kandu Mammooka ithan.. Da dhamu ni tirnnada,unknown_state,1
Tovinokk Rahul Gandhide oru chaaya kaachal 🤔🤔🤔🤔,unknown_state,1
Padam kndit vndum trailer kanumpo veror feel,Positive,0
Iam from andra I like malayalam movies,not-malayalam,2
laletta na pole orale ullu malayalikalude ahagaramaya mohnlal,Positive,0
Mamooka Dulquerinde Bappa anno adho chettano🥰,unknown_state,1
Marana mass waiting for #Madhura raja,not-malayalam,2
Ithu pradheekshikuna ....pole avilla ...padam avarage ...,Mixed_feelings,4
Youtube enagne hang akathirikkum .korach koodiya item alle vannikkn,Positive,0
Pulimurugan copy adi pole ind stund seen ellam,Mixed_feelings,4
Ee vishuvinu Madhura Rajayude oru Madhura കണി.... By a Lalettan Fan,Positive,0
38000000 viewrs oh my goddddddddddddddddd megastar the gr8,Positive,0
Sir hindi movie nhi he kya 🤔🤔🤔,not-malayalam,2
Trailer pora..Oru pathu kollam mumbulla tamil cinemade trailer polund,Negative,3
Oru 10 thavana kandu,Positive,0
Mammukka oru rakshayumilla. Mammukka mass ....,Positive,0
trailet ingana.appo cinema enganayundanne parayano... katta waiting..KL 40 fans,Positive,0
Orumathiri tamil mass padam pole thonnunu...daivam noke parangu politiciansne oke ingane thalapathuvekkunne aavishamillatha hype alle ??.,Mixed_feelings,4
Entee ponn ettaaa..... 1:50 ullayaa ah dialogue oru rekshayum illaaa..... VAAA DA.....,Positive,0
Ipo allarkkum manasilayille lalunni charitra padam cheytal ingane undakum enn this is odiyan 2,Negative,3
Oru 10 pravishyM kandu ttaa rashidheee Chayim kadim marakkanda,unknown_state,1
Hope all unlike hits from ikka fans,not-malayalam,2
Rajuattan fans & mammokka fans like,unknown_state,1
Trailer kandu ethil oral ella? Aru,unknown_state,1
Padam kandu .....sidheeq ikka ....karayipikum alle ..ithoru sheelavakanda,Positive,0
Ikkaaaaa masss enn vechaal ithaam masss,Positive,0
who delet madura raja trailer in youtube. yesterday kittiyirinu ippo link ullavark mathraman kanan saadikunath. wat happend,unknown_state,1
mohanlal anna ningal veru mass alla kola massaa,Positive,0
[ L ] ABRAHAM QURESHI,unknown_state,1
6 mani aayillenkil polum ippozhe wait cheyyunna katta ettan fans like adichittu poo,unknown_state,1
Mohanlal. THE GREATEST OF ALL GREATES.,Positive,0
Pooran mamooty,Negative,3
Superb Movie. Love u Mohan Lap,not-malayalam,2
Ee flim ne support cheyyunnavar kk urapundo nigalk ithi 3 IL athikam time kandit super anenn parayan pattumo?,unknown_state,1
entho missing aanu,Mixed_feelings,4
Make a way for 200k likes,not-malayalam,2
Ellarum ikka ikkaa...Njan mathram anooo unni chettane mention cheyunnadh...Unni chettante pwoli,Positive,0
Lucifernne EzHuayallathu varakilla nnu urapaa pakshe padam pulimuragan level hittaa athu suraa,Mixed_feelings,4
madhuraraja 3 hour 111k views lalettan in minutes HAHAHA,not-malayalam,2
Raju etta ningal Malayala cinema ye Vere Level Aaakum Alle,Positive,0
Variety cinemayude rajav mammooseeee ikkaaaaaaa,Positive,0
Eee vishu ettan aganu konduvaa ennu parayan paranju!!,Positive,0
Great film from mega star Mammookka,not-malayalam,2
Entta ponnu laletta.... Parayan vakkukal illa Mass ka bapp,Positive,0
Ithippo enthinulla purappadanavo randalum koodi Suraj Soubi,Positive,0
Waiting from Qatar LalettaI'd tagarkum katta support heavy 48pravasyam trailer kandu wow,Positive,0
Ee item vech nammal nammade pracharanam thakarkkum..,Positive,0
Ith nammal vijaricha unda alla makkaley ith vedi undayanu,unknown_state,1
enthe ponno enna lookkada mmmde eattan,Positive,0
Ithu kidukkum Vere Levelu Aannu Makkaleee,Positive,0
Heavy mass പൊളി,Positive,0
15 minutes.... 151 k viewrs...,unknown_state,1
Adutha flop,Negative,3
Vere level ... Onnum parayan ella....,Positive,0
Mamooka ishtam. Ennitum Njan Lucifer kandu laletante acting Kidu anennu mammokka fan aya enik parayAthirikan pattilla..,Positive,0
Oru nalla cinema kkaayi kathirikkkunnu. Dhayavayi ithine 100 cr pattikayil kettaruth,Mixed_feelings,4
Mass and class . Mammookka #faceofindiancinema . Nalla cinema aavatte,Positive,0
Daily 3 vattam kaanunavr undo evide?,unknown_state,1
Rajuettan director ayath kond ith jaikkuvairikkum,Positive,0
Njan oru mohanlal fan aanu ennalum trailer istapettu pwoli,Positive,0
Ikka scene vere level,Positive,0
Ithupole mooonchiya Oru padam jeevithathil kanditillaaa.....,Negative,3
Ithill Tovii polikumnn ullavar ivde like adii,unknown_state,1
Trailer kannunathinu munne dislike adicha mahanmark adaranjalikal....ivrk matram engana pattunoo ijathi kuru pottikal....kashtam...,Negative,3
NIMISHANGAL KONDU 34 K...BUT IPPO KURACHU NERAMAAI ANANGUNNILLA,unknown_state,1
Uff kidilam oru ethum pediyum kittanilla story nthayirikkumenn 5vare Kath irikkanamallo katta waiting,Positive,0
Etinum valiya surprise enni njngallu kittan ella,Positive,0
LUCIFER KI JAY LALLETTAN POLICHU MASS VERUM MASSALA MARANA MASS LOVE YOU LALLETTAAAAA,Positive,0
Joy thakkolkaaranil ninnum oru massZz change,Positive,0
Njangada nattila shooting cheythe Prithviraj vere level,Positive,0
Happy B Day MY Dear Mammookka,not-malayalam,2
blast fdfs Palakkad ntea own odiyan,unknown_state,1
5 million! Like adi makkale!,unknown_state,1
Padam 100 cr kayariyathinu shesham kanunnavarundo,Positive,0
Die Hard Mammookka Fans Like Here,not-malayalam,2
Myru Padam. Kaanendaayirunnu. Ookkaanam vannittu vayya.,Negative,3
Lalettan & Ikka Ki Jaiii....... Frdzzz... Fishing Videos or Tech. Thalparyam ullavar nammude chanel sandharshikuka...,unknown_state,1
Ikka kku nalla age feel cheyuunuu,Mixed_feelings,4
anusithaaraye kaanan veendi trailer kandavar ivide like cheythooli,Positive,0
Kiduuu Trailer Lalettan polichuu Apol ee onavum ettan kondupoi,Positive,0
Njan A10 Fan ann but ikka pwolikkum katta waiting,Positive,0
Mammookkaaaa love uuuuu ingal poliyanuuuuuu 68 alla ingakk 34 aanuuuuuu,Positive,0
copy annan,Negative,3
Like adich cmnt vaayikkunnavar like adi,unknown_state,1
Pandi rajaye malarthi adichu athanu lal magic,Negative,3
Poli poli poli .... am waiting..,Positive,0
Subscribe to my channel to get you all new,not-malayalam,2
Lalelattanum raju ettanaumulla oru film kure kalamayi aagrahichirunnu athu nadannathilulla santhosham pinne parrayanundo🤩🤩🤩🤩🤩,Positive,0
Poliiiii oru rekshem illa katta waiting,Positive,0
Dislike adicha oombanmaarude shraddhakku.... Kittiya collectionum kondu oodikko Chekuthan ninte ettane eduthittu oookkunnund Adyam avante kunna vayileduthu ethane rakshikk,Negative,3
369 dislike myrol ikka uyir haters myr,Negative,3
4m views 300k likes trending 1 Mollywood king ലാലേട്ടൻ,unknown_state,1
Ittimani mannikunnel ittimani uyir mannichayan loading just 8 minutes,unknown_state,1
Telugu film pole masss trailer,Positive,0
Hindu kalku mahiravan islaminu ebileesu christianikalkku LUCIFER,Positive,0
Mohanlal fansinte full spprt ikka pwlichadukk .,Positive,0
Padam kandit ittymaniyude trialer kannan vanavar uddoooo lalettan fans like theme adipoli,unknown_state,1
Maranamass item ente ponno ijjathi,Positive,0
Lalletan fans like adikku . Fans power kaaniku,unknown_state,1
Happy birthday ikka movie polkikum....,Positive,0
entay ponnoo kola kolli item vannu makkaleay,Positive,0
mass aaan ikka ninga vere level aan,Positive,0
laletta movie kku super response aanalloo,Positive,0
Mass itom. Mass dialogue. Lalettan polikum,Positive,0
Arokke endokke paranjalum ingal Mmale changan Dileepetta,Positive,0
Ee item vech nammal nammade pracharanam thakarkkum...aa item sunny alle,unknown_state,1
South India next level Malayalam- Lucifer Telugu - bahubali Kannada - Kgf Tamil - 2.o,not-malayalam,2
Ee dislike adichavarde sredhayk enna kanditta enth mosam kanditta dislike adichathenn koode parayamo?,Negative,3
Pakaram vaikkan..ellatha prathibha....lal.... njan paranjathu sheriyalle...plse like,Positive,0
Best of luck from rocking star yash fans karnataka,not-malayalam,2
Athoru kadaya mone paranj thudangiyaal 10-30 varshathe kada parayendi varum,unknown_state,1
mohanlal ingnanu kure chavar pole irakkilla .vanalo...odukkathe varavaakum..luv u laletta,Positive,0
ithu kandu pazhaya school kaalam oorma vannavar ivide like adi only for govt scholl piller,unknown_state,1
avan Varum ente Makan Madhura Raja....,unknown_state,1
Deslike adicha ella punnara makkalkum nanni,Negative,3
Friendship day k oru cake vangi koduk...🤣🤣,unknown_state,1
Poli padam njn ella mammooty movies kanarundu itrekku disapointed akkiya oru movie aduthundayittilla,Negative,3
Freezerinakathulla scene kandappo arkenkilum hollow man film orma varunnundo,Mixed_feelings,4
Aah nalla best marakkar...sound kettal thanne ariyam...ithu adutha neeraliyo odiyano aavanulla laksham aanu...daivame ee pulli ithu enthinulla purapadu aanu...🤣,Negative,3
Muppathil kooduthal thavana kanda njanalle sherikkum mess,Positive,0
avasanam kanjipole aavathirunal mathi all the best,Mixed_feelings,4
Oru tamil movie touch pole. Expect to be a good movie,Positive,0
Pulimurugan pole akkan ulla udesham bt release kazhinj parayam kollavo elliyo enn,Mixed_feelings,4
Polichu,Positive,0
Padam kanditt veendum trailer kaanan vannavar aarengilum undo enne pole,Positive,0
Ith kalki allaa ith kathi aahnu itiri,Mixed_feelings,4
Swantham panavum padavum aauapol experimentation undavumo;),Mixed_feelings,4
Padam ettunila pottum ennu urappullavar like..,Negative,3
Ayyeeee....dialouge presentation ottum illa....evan enge nayakan ayi? Lalunni....evanano swayam complete actor ennu vilikanee.....myran,Negative,3
mammookkaye ee traileril kandu njettattavar aarum undavilla !,Positive,0
Oru thrilling und... Padathilum ith muzhuneelam undakumennu karuthunnavar... Like here,Positive,0
Telugu people from telangana like here,not-malayalam,2
4 m views.... 300 k likes...,unknown_state,1
Ee cinemayke katta wait cheyyunnavarke like adikkam,unknown_state,1
Aayea.... ithu oru unda aavolo.... boar ....,Negative,3
enth moonjiya padam oombiya kadha parachil avante konathile padam,Negative,3
mammutty guest role aanenn thonunnu piller pwolichu 🤘🤘,unknown_state,1
300 cr adikkum annullavar like adi,unknown_state,1
Haneef adeni Ninakevdunna mone ijjathi kolakolly items kitenne Vere level,Positive,0
Ithra pettenn 12 k likes,unknown_state,1
Padam pottumn orapulavar ivide like adik,unknown_state,1
No words to say katta pwoli van mass,Positive,0
Petrol vila karanam raja cycilil. polichu!!,Positive,0
Mamankathinte naatukar tirur tirunnavayakkar adi like,unknown_state,1
Ikkenem akkenem kanan vannavar like adi...,unknown_state,1
Pala chettakalum chelakkatte ith onnonnara padaman,Positive,0
Licifer vannna ennenthe pooram vanu.....madhuraraja 6 manik thanne poyi......but l is loading...coming....minutes left,Positive,0
theateril elaarkum moonjiya expression aannallo kandu kazhinju,Negative,3
Ada paavigala idho edho youtube advertisement nu illada naan swipe pannitu poiten,not-malayalam,2
E oru trailarinu vendiyanu njan kathirunnathu powliyanu... Kiduvanu... katta massanu....,Positive,0
Theatre il ninnu nenjum virich irangan aavo entho - oru odiyan orma,unknown_state,1
Malayala cinema yude thalavara maattum e padam,Positive,0
0:40 indian Flag Ulta q hai?,not-malayalam,2
eth 14k alavalathikal aanu dislike adichath,Negative,3
Kidu trailer oru rakshem illa katta waiting,Positive,0
KGF kanda oru effect trailer kandapol kitty,Positive,0
Subtitle undenkil views kooduthal kittumaayirunnu. Like if u agree,unknown_state,1
Katta waiting aliyoo njanga malayalikalkkum nddaa mass padangal,Positive,0
Surajettan ippol kadhapathramayi jeevikkukayanu.. mikka cinemakalilum,Positive,0
Polichittund Lal ettan fans like adi,Positive,0
pwolikkum #Unni #mammukka oru valya vijayam aakatte,Positive,0
Padam kand kazhinjathin shesham vannavar like adikk,unknown_state,1
Pothirachi oru 4 kilo aanu 2 alla,unknown_state,1
1Lakh 50k+ views and 95k+ Likes What matters....? Lalettan Matters,not-malayalam,2
Kolakolli Item Ikka war mode on,Positive,0
ട്രൈലെർ കിടു Wishes to Janapriya Nayakan Dileepettan from Lalettan Fans,Positive,0
onnil kooduthal thavana trailer kandavar pls like here,Positive,0
uff trailer mamuka mohanlal legends aanu oru tharkavum venda,Positive,0
1:23 PREDATOR movie BGM copycat !! deepak dev anna,unknown_state,1
HAPPY BIRTHDAY IKKKAAAAAAA LOVE YOU IKKKAAAAAAAAA,Positive,0
65 k ലൈക്‌ 16 k view hangayi,unknown_state,1
Ithilum bhayankara suspense aayi Mammukka police aayirikuo,unknown_state,1
massakkan 3.14 m venda 1.46 mathi love you raja,Positive,0
Jai marikkunnath kandappol othiri sangadamaayi,Negative,3
Njan Ettan fana ennaalum paraya e padam polikkum,Positive,0
All kerala lalettan fans Like adikkkee Nammude power kanilkkee,unknown_state,1
Lalettanu Thulayam malayalam film industry yil Latten mathram...,Positive,0
share and support please ..njammude jayyetan vendih...chadiyan chanuduni vendi...ah adh poote Shaji pappou....vendih please,unknown_state,1
Kunjikkaaa fansss adi mone likeeee !! Ikkaaa fanss pottiiiikkk likeeee !!,unknown_state,1
Aa posteril kanda hand GOTil ullatalle,unknown_state,1
cinema kandu....addipoli.. adyamaayitta oru cinema adhe divasam 2 thavana theatril kaanunne,Positive,0
Adipoli Trailer....... parayaan Vaaakkilaa Lalettan fans like here,Positive,0
Candle shot pollikkum ennullavar like adiche,unknown_state,1
kure naalu koodiya oru mammookka trailer kaandu santhosham thonunnathu.,Positive,0
Kutam parayunavaru Maryadaku zha parayan ariyatha team anu,Negative,3
Jayettan + Thrissur Oru Ugran PooraM Kodiyeri makkale... katta waitin,Positive,0
Ho aaa BGM. Mammookka ithu oru pwoli pwolikkum,Positive,0
Ithu oru onnonnara item anu makane ee........Mass alla athukkum meleee.....,Positive,0
Sirea ethu keari koluthunna lekshanam undallo... bumbar hitavattea,Positive,0
Kurbana kudi randu kilo pothum vangi ponalo....athanallo achayan,unknown_state,1
Fan show tikket kayyil kittiyavar like it,unknown_state,1
Venda kutta uruttam last dialogue polii....,Positive,0
Oru kannu adachu pidichittu aduth vechonnu kandunokkike,unknown_state,1
Malayalam comedy thug life.ithu kaanu chirichu marikkum...,unknown_state,1
Pavam sanjeev pillaiku enthengilum credit kodukeda nayinte makkale,Negative,3
1M view munne ee trailer kandvar aarokke,unknown_state,1
Ente mammookka Ithokke abhinayikkanel minimum range venameda Vere level,Positive,0
Idhilum Manju warrierude husbandine konna aale kandupidich kollunnathaano kadha,unknown_state,1
TRAILER VERE LEVEL ... ITH PWLIKKM,Positive,0
17k views 67k likes pakka autolike,unknown_state,1
After Neram,Mixed_feelings,4
Katta waiting Maamangam & mammooka performance also,not-malayalam,2
Nice ... Varampo kaanam engana nu ....,Positive,0
Trailer kandapo oru karyam urapichu #LAD,unknown_state,1
Happy birth day. Dear megastar mamookkaa,not-malayalam,2
Super trailer love from Karnataka I,not-malayalam,2
Dey nthonadey refresh adikumbolathekum likes okke rand erati avunnu,unknown_state,1
Pazhanjan formula aanaloo ..... Oru gramam,Mixed_feelings,4
stock roomil stuck aaayi freezing room,unknown_state,1
cia bgm tch undalllo copy etttaa,Negative,3
Ethreyum nalla oru creativity ku dislike cheyunnavarodu oru load pucham,Negative,3
waiting ganagandharvan mamankom sherlock bilal enik vayya.... mass ka baapp,Positive,0
android kunjapan review on movie slot media,not-malayalam,2
4 bangalikal mannu valichu kadalilekk ittal theeravunnathe ullu ninte Japan,unknown_state,1
Valla 200 cr anaganam nirthiya mathiyarnnu,unknown_state,1
Mammootty enna name thanne mathi charithra cinimakal poyi kaanan,Positive,0
Great luv frm a Lil girl...allah blss u...🤲,not-malayalam,2
30 minute 34 k views padam poorikum,Positive,0
Anu fans like Ikka fans comment,unknown_state,1
mohanlal fananu but e filim ethraku pokanonnum ella. raju ethilentha amanushikano?,Mixed_feelings,4
Haa 3nna oru traileraa ↪,unknown_state,1
Katta waiting.. Tovino fans like adi..,unknown_state,1
Ith pole films aanu tamil telungu mass movies aakunnath,Positive,0
Malayam vaikkan ariyatavar hit like here,unknown_state,1
Camera style kandappo chapa kurush ormavannu,Mixed_feelings,4
Last dialogue semma la,not-malayalam,2
Enna friendship day ku oru cake vangich kodk,unknown_state,1
Heavy..Mass & Clas...cudos team Lucifer... Laalettaa ingalu Muthaanu...Double Role Aanu Makkale......,Positive,0
Ottavakkil paranjal oru Pavam Padam.... But powerful,Positive,0
Perr kand trailer nnokkan vanna thrissur karr like adik🥰🥰,unknown_state,1
I can't understand Malayalam,not-malayalam,2
BELARI RAJA PAZHASHI RAJA RAJADHI RAJA POKKIRI RAJA MADHURA RAJA Ee RAJA ena peru ushirulla aanpellerkru paragitullatha,unknown_state,1
Ethra vattam kandu ennu areela,Positive,0
Dileep ettan fans like here,unknown_state,1
Padam kandathinu shesham ivide vannavar like,unknown_state,1
Verum mass alla kola mass raja daa,Positive,0
Kandit romanjam vernnu ikka eth ningale konde sadikku,Positive,0
Prithwi raj 00:57 01:01 2:19,unknown_state,1
Angine paranju paranju trailer nalla YouTube chanalil thank irakki 🤩🤩 athinu irikkatte or kuthirappavan,Positive,0
Mamangathinte yudham kambani kanan kadakunnathe ollu,unknown_state,1
Lalettan fans kar okke evadeeee.... Best wishes mammookka,Positive,0
I HOPE THIS WILL BE THE BEST THRILLER FILM SUPERB TRAILER ORU rakshayumilla.... Kidukaachi kidiloski item.... #Katta waiting for #Lucifer,Positive,0
12 hrs 1 million views Ikka fans hit like hear,unknown_state,1
Pokkiraja pole full masa entertainment allann thonunnu..nallaru storyum ullath pole 🥰,Positive,0
Hollywood style...mammukka Box office kidukkum..mass stylish thriller aayirikkum...,Positive,0
Prthvi raj unni mukundan aarya evide....malty star chothramu...,unknown_state,1
Mammooty last 15mnt ulu e filmil,unknown_state,1
Villain tovino anengkil maari 2 kazhiyinj 2 movie as villain,unknown_state,1
#1 ON TRENDING 2M realtime views 145k likes in 6 Hours megastar Mammootty da,not-malayalam,2
Good luck jaya chetta from kanyakumari,not-malayalam,2
Hukoo for rajinikanth sir hukku hu hu for mohanlal sir,not-malayalam,2
Thamizhar kalaikalai veli kondu vanthamaikku nandri ..,not-malayalam,2
malayathil ethu vare kandathil vech ettavumm bramandaa trailer ikkaa hats off ...,Positive,0
7 million! Adi makkale like,unknown_state,1
Trailer avg aakki... preshakare pratheeksha veypikathe pritvii..padam pwoli aayrkm appoo...,Mixed_feelings,4
Trailer kidukkiiii....Lalettante Lucifer pole mammookkayude Madhurarajayum kathikkayaraan e lalettan faninte vaka prarthana undavum,Positive,0
Madhura raja trailer or lucifer trailer.... 🤗🤗,not-malayalam,2
Vishu stephen kondupoyinn parayan paranju ejjathi pwoli,Positive,0
Mammukka fansnu like adikkan ulla nool,unknown_state,1
Lucifer fans hit like ഏട്ടൻ ഇഷ്ടം,unknown_state,1
Last atte aa adi polichu ...,Positive,0
E mass trailer ne vecchanalo madura raja ye compare cheyyunadh...kashtam,Negative,3
charithram onnum parayanda mammunniyalle Ella malayalikalkkumariyam kuninjoru paniyum cheyyathillennu,Negative,3
Bgm athu kalakkii muthe sambavam lesam haram kooditha to,Positive,0
hoo kolamass item thannee...bgm oru rakshayumillaa,Positive,0
Kidu trailer mammukka ithil 100 kodi urappu anu #justus143,Positive,0
Vineeth srinivasan karanam aa kuduthal sredichennu thonune....,unknown_state,1
Nammude Dileep chettane kodukilla like,unknown_state,1
ufff ikka ethe polikkum. Katta waiting,Positive,0
Raja ellam adich toofan aakum,Positive,0
Bigil..Kerala Thalapaty fans hit like.,not-malayalam,2
AVASAANAM RAAJUVETTANUM VALLA VILLANO MATTO AAYI VARUMO ENDHO#######,unknown_state,1
Enta ponney ijjathi item uff romanjam,Positive,0
Oru paandi gundeye Adichodukan Avn vannee,Mixed_feelings,4
Ikka evide evide ennu nokkuvayirunu.. Vanapozhoo. Onnum parayan illa,Positive,0
Appo nammalellavarum views & Like ethrayayenn nokkan vannatha,unknown_state,1
After 20 hr 3M viwe,unknown_state,1
Adipoli super bgm no raksha,Positive,0
Enta ponnu jayettooiiiii ingalu mmde thrissurle polichadakkindalloo,Positive,0
I:46am ithu 12 pravasyam annu kannune..stephen nedumbuli,Positive,0
Annan fans plz support us,unknown_state,1
10 ൽ കൂടുതൽ ഈ trailer kandavar ivide varoonjhaan 16 aayi,Positive,0
Ithu aanu trailer alathe koore cut seens kanikkal ala,Positive,0
Best acter movie arkakilum orma vanno idh kandppol,unknown_state,1
Wishes From #Suriya Fans! Looking Forward for #Kaappaan !!,not-malayalam,2
Ettanay kanan vendiii veendum veendum varunnay njn mathrano,unknown_state,1
Cinema Kandavar orikkalum cinema hit ennu parayathilla,Negative,3
Trailer il thanne full story undallo! Padam kidilan aakatte🤓,Positive,0
Nthu dislikes an... Ninnekondekke dislike cheyyane pattu...,Negative,3
Trailer kaanan premiere ON aaki vech kaathirunnavar like adi,unknown_state,1
Ente molude name anu e film eragum munne ettathanu.oru 1yr munne 1st kalki may daughter,unknown_state,1
Dislike adichavanmare aarada....filmine kurichu valla bodham undo ninakokke....aadhyam poye pashunte chanakam kazhikki oru bodham varum,unknown_state,1
trailer kanditu ithenkilum pwoliyillannu thonnunu.. nb:- njan oru katta #mohalal fan aanu,Positive,0
Hambo ..Vere level ..Oru rakshayum illa,Positive,0
(Ningal ee stagil keritt Chund anakkunnath ariyathavar aara) enthoo arkoo thangiya Pole thoniyath enikk mathramanoo,Mixed_feelings,4
Hvy Rajuvettan rocks 🤩🤩🤩 Lalettan,Positive,0
Vineeth srinivasan.....ahaa otta peru mathe.....vere onnum vendaa...,Positive,0
Mohanlal maathram undakiyadhu kondalla Prithviyude migacha direction kondum koode aanu padam super hit aayadh ennu thonniyavar like adikku,unknown_state,1
Filim kaannadhe trailer kandu diss like adikkan kureyannam vannolum kashtam thanne diss like adikkan mathram jeevikkunna guys hii,Negative,3
Mammukka marana mass Ikka fans like Katta wi8 for mammangam,Positive,0
Raja is back.. Kettittille... Madhura raja,unknown_state,1
ethukandalariyam e padam padakkam pole pottum,Negative,3
Verum gust roll nu ejjathi waiting,Positive,0
160k like avanam ennullavar like adi,unknown_state,1
Ikkayude adya 100cr padamakum ithennu urappullavar like adi,Positive,0
Pk ramdas enna vannmaram veenu pakram aaru?STEPHEN NEDUMPALLI,unknown_state,1
Ellaavarum ente channel onnu nokamo ishtamayenkil subscribe cheyyamo suraj ettan soubin kidu,Positive,0
Ente ponno ijjathi Raya kandam vazhi oodi eetahhh,Negative,3
Tgf teaser kola mass aanenkil.... Abrahaminte santhathikal trailer kodoora maassum alla... Athukkum mele aanu !!,Positive,0
Jaathee mathangalkk adheedhamaayi manushyaneyaanu snehikkendath enna threadil cinema thudangi athe threadil cinema avasaanippicha samvidaayakanu irikkatte oru kuthirappavan,Positive,0
Youthanmarude youthan njanmmala ikka#FDFS# katta w8ing,Positive,0
Pwolli item Mammukka Bgm Uff No words Katta waiting,Positive,0
Pulimuragan same climax and same location,Mixed_feelings,4
pullikkan stara pole undu trailer..powlikkane pisharadi eatta...thank you,Mixed_feelings,4
Valip padam enn thonnunavar like adi,unknown_state,1
Ee thavanathe onam pooramakkan itty maani varunu,Positive,0
ufff All All Die hard ikka fans like here....,not-malayalam,2
ikka like,unknown_state,1
Mammoka karanjal sahikkathavar indo..valsalyam,Positive,0
Nge...like kuranjo??..autolikes 3g.. anyway trailer heavy,Positive,0
Oru raksha illa makkal poli padam like,Positive,0
Amboooo pwoli veree levellll Ettn ishtm,Positive,0
Aju chettan polikkum nna thonnane,Positive,0
00:57 Prathviraj As SAYEED QURESHI. E...................,not-malayalam,2
Raja Returns powlichu Lucifer നെ ക്കാൾ അടിപൊളി trailer,Positive,0
Happy to see Manoj k jayan back,not-malayalam,2
Onnum parayanilla onnu matram mammookkayaan ente lahari..............,Positive,0
Etu ettichante vaka sample ane appom sherikkum ullathu enthayirikkum,unknown_state,1
aa penchochinte oru dialogue polum ellallo aashane??,unknown_state,1
50 parku vila ellaa,unknown_state,1
Soubin ikka suraj ettan lead roll ith oru sambavam aakum katta witing kidukachi filkm,Positive,0
Ithu polikum pappan marana massanengil pullu giri kola massanu jayettante first gangster underworld movie,Positive,0
eee prayathilum ennaaa look ekka keee,Positive,0
Idakkidakk like nokkan vannavar adi like,unknown_state,1
Ichayan pakkaa massdaaa I love tovino,Positive,0
Eee oru odiyan ikkade bilalnte athre muttan illa,Mixed_feelings,4
Indettante a dialogue kiduvanalle.. (Mahiravanan,Positive,0
All best mammuka From ettan fans,not-malayalam,2
Ambili kandavroke onnu like adiche Kanaathavar onnu kanade povalle nashtaman,Positive,0
Ayyeee Lucifer Oru political movie athine copy adichu madura raja Ee cinema director COPY SUNDAR aano🤭,Negative,3
Bahubali : mamankam = NASA : ISRO,not-malayalam,2
Direction Rajuettan aanel Standard inte glucose level high aa Speechless,Positive,0
Trailer kidukki full movie kidukidukkum.. we still waiting..,Positive,0
Shwaasam adakki pidich trailer kandavar adik like,Positive,0
Happy bday Mega Star Mam mookkaaaaa,not-malayalam,2
Ikka& unni fans onu urjathode pravarthichal 24 hour's kond 5 m adikka,unknown_state,1
Oru singam mmayam.. pwoli trailer,Positive,0
Padam kandu vannavare adi like,unknown_state,1
OMG lalettaaaa ummmaaaaa rajuvettaaa ningal marana mass anu.,Positive,0
Lalettan aka Ittymaani - super duper fantastic bombastic superlastic...,not-malayalam,2
Teaser kandappo itrakkum pratheekshichilla traler supsupsupsupsupsuper cinema pwplikkum,Positive,0
Ippom itharalum kannan vanno vannavar like button adichooo,unknown_state,1
kalaparinju sheenicha karshakanu ini visramikkam,unknown_state,1
pulimurugan style aakan vazhi und.. palayidathum athe colour tone kanam.... enkilum vaishakilum ikkayilum oru pretheeksha,Mixed_feelings,4
Ithu oru thivasam konde 1m adikum,unknown_state,1
King Raja Fans want some Mutton Biriyani hahahaha,not-malayalam,2
adhyam 9 polinju 8 nilayil ini next ithum poliyum 9 nilayil,Negative,3
Ithu oru padamayirikum action orupadu vyethasetha ulla oru film ayirikum.....,Positive,0
Last climaxil oru dialogue und ... baseere...nee ente chonna shaddi kanda.....,unknown_state,1
117 k likes 17 k views YouTube gottt hanGed #Rajaeffect #Rajareturns #Madhuraraja ...,not-malayalam,2
E chitram vijaykkum ennu urappullavar Maathram like cheyyu,unknown_state,1
ethentha lalettan thanneyano dout akunnu,Mixed_feelings,4
Njan oru lalettan fan anu.. pakshe ithu polichu... ikka super,Positive,0
Vishnu avatharam Narasimham vannu .. Ini veranullathu avanaaa Kalkiii,unknown_state,1
Mammooty Avasaanathe aa run hentammo.. GOOSEBUMPS...,Positive,0
story writer sajeve pilla yude name ethilonnum evideyum kaanunillallo..,unknown_state,1
Katta ikka fan aahnu anaalum A10nte padavum A10neyum ishttam Katta waiting for ittimaani first day first show,Positive,0
Vada - superb Love from Tamil Nadu,not-malayalam,2
Oru mohanlal fan aaya njan katta wait cheithu irikuna mamooty de filim...,Positive,0
minister raja (raja part 3 ) enn moviek katta waiting aakunnavar like adiku,unknown_state,1
Dislike adicha thanthayilla thayolikal aaranaavo ..murugane theerkkum ennu paranju nadannavar aavum,Negative,3
